repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
MariosGkMeng/Straightforward-Obsidian2Latex,GitHub topic:scientific-writing,"A complete converter from Obsidian to Latex, which unfolds embedded notes (write your scientific papers in Obsidian --> print to LateX)",Academic writing,Python,124,6,Sirve para trabajar con escritura académica.,2,MIT,automation; export; latex; obsidian; pdf; pdf-generation; scientific-writing,2023-02-05T11:17:14Z,2026-05-13T18:19:35Z,2026-03-05T10:53:28Z,,https://github.com/topics/scientific-writing,https://github.com/MariosGkMeng/Straightforward-Obsidian2Latex,142
Skillter/ProxyGather,GitHub topic:scraper,Sophisticated proxy scraper and checker,Data / ETL,Python,111,10,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,3,,contributions-welcome; free; free-proxy; https-proxy; proxies; proxy; proxy-checker; proxy-list; proxy-scraper; python; scraper,2025-06-13T01:56:16Z,2026-06-01T18:08:09Z,2026-06-01T18:07:04Z,,https://github.com/topics/scraper,https://github.com/Skillter/ProxyGather,141
Demfier/openleaf,GitHub topic:academic-writing,AI-powered citation search & paper review for Overleaf — Chrome extension. Think Google Scholar but inside Overleaf. Also works with OpenAI Prism.,Academic writing,TypeScript,125,5,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",6,,academic-writing; ai-assistant; bibliography; bibtex; chrome-extension; citation-search; latex; literature-search; litreview; litserach; llm; openai-prism; openalex; overleaf; paper-review; peer-review; research-tools; scholarly; semantic-scholar,2026-03-14T20:14:32Z,2026-05-29T02:39:03Z,2026-05-29T02:38:59Z,,https://github.com/topics/academic-writing,https://github.com/Demfier/openleaf,140
muschellij2/rscopus,GitHub topic:bibliometrics,Scopus Database API Interface to R,Data / ETL,R,85,18,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",7,,bibliometrics; scopus; scopus-api,2015-10-15T02:06:02Z,2026-05-18T15:28:15Z,2026-05-18T15:28:10Z,,https://github.com/topics/bibliometrics,https://github.com/muschellij2/rscopus,139
koheiw/newsmap,GitHub topic:text-analysis,Semi-supervised algorithm for geographical document classification,Geospatial,R,66,24,Sirve para trabajar con información geoespacial y mapas.,11,NOASSERTION,machine-learning; news-stories; quanteda; text-analysis,2016-05-13T10:54:00Z,2026-05-14T09:10:49Z,2026-05-14T09:10:49Z,,https://github.com/topics/text-analysis,https://github.com/koheiw/newsmap,138
mmTheBest/arxie,GitHub topic:academic-research + GitHub topic:literature-review,Research feedback grounded in the papers that define your field,Academic writing,Python,104,11,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",1,MIT,academic-research; ai-agent; arxiv; citation-analysis; fastapi; hypothesis-generation; langchain; literature-review; machine-learning; nlp; paper-search; pdf-parser; python; rag; research-assistant; research-proposal,2026-02-27T16:03:21Z,2026-06-01T03:08:39Z,2026-06-01T03:08:00Z,,https://github.com/topics/academic-research,https://github.com/mmTheBest/arxie,137
CloudDefenseAI/falco_extended_rules,MAGI//ARCHIVE,Curating Falco rules with MITRE ATT&CK Matrix,Research,Python,87,16,"Apoya investigación, experimentación, evaluación o revisión de literatura.",0,Apache-2.0,cloudsecurity; cnapp; container-security; cspm; devops; devsecops; falco; kuberentes; kubernetes-security; malware; malware-analysis; security; security-tools; threat; threat-analysis; threat-modeling; vulnerability-detection; vulnerability-scanners; workload-security; zero-day,2023-03-21T19:20:36Z,2026-03-29T20:14:49Z,2024-03-07T17:02:22Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/CloudDefenseAI-falco_extended_rules.html,https://github.com/CloudDefenseAI/falco_extended_rules,135
SciImage/zotero-attachment-scanner,GitHub topic:zotero,Attachment scanner (for Zotero v.7.0+),Academic writing,JavaScript,121,4,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,attachment-scanner; plugin; zotero; zotero-addon; zotero-attachment; zotero-plugin; zotero7,2024-12-05T15:02:52Z,2026-06-01T16:41:31Z,2026-06-01T16:35:07Z,,https://github.com/topics/zotero,https://github.com/SciImage/zotero-attachment-scanner,133
forTEXT/catma,GitHub topic:text-analysis,Computer Assisted Text Markup and Analysis,Qualitative analysis,Java,100,11,"Sirve para organizar, codificar o analizar materiales cualitativos.",114,GPL-3.0,annotations; digital-humanities; java; text-analysis; text-markup; webapp,2013-03-05T17:15:30Z,2026-05-27T15:22:27Z,2026-05-27T15:21:41Z,,https://github.com/topics/text-analysis,https://github.com/forTEXT/catma,133
magicsunday/webtrees-fan-chart,GitHub topic:data-visualization,"SVG ancestor fan chart module for the webtrees genealogy application — interactive D3.js visualization with zoom, export and up to 10 generations.",Data / ETL,JavaScript,67,21,Crea visualizaciones para explorar datos y comunicar resultados.,1,GPL-3.0,ancestors; chart; d3; d3js; data-visualization; family-tree; fan-chart; genealogy; module; svg; visualization; webtrees; webtrees-module,2017-01-26T10:23:22Z,2026-06-01T18:19:39Z,2026-06-01T18:19:14Z,,https://github.com/topics/data-visualization,https://github.com/magicsunday/webtrees-fan-chart,130
introfini/ZotSeek,GitHub topic:academic-research + GitHub topic:zotero,"AI semantic search for Zotero. Find papers by meaning, not just keywords. 100% local and private.",Academic writing,TypeScript,112,6,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",6,,academic; academic-research; ai; embeddings; local-ai; offline-first; papers; privacy-focused; research; searching-algorithms; semantic-search-ai; transformers; zotero; zotero-plugin,2025-12-26T19:37:29Z,2026-06-01T17:24:13Z,2026-06-01T17:23:59Z,,https://github.com/topics/academic-research,https://github.com/introfini/ZotSeek,130
affromero/flight-finder,GitHub topic:llm,"Flight price tracker. Self-hosted, open source, bring your own LLM. The price trail airlines don't show you.",LLM / GenAI,TypeScript,93,12,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",2,MIT,claude; docker; flight-prices; flights; llm; nextjs; open-source; playwright; price-tracker; self-hosted; typescript; web-scraping,2026-03-07T17:18:13Z,2026-06-01T18:20:11Z,2026-06-01T18:19:24Z,,https://github.com/topics/llm,https://github.com/affromero/flight-finder,129
nanoAgentTeam/research-claw,GitHub topic:scientific-writing,"A self-hosted AI assistant for academic research — manages your papers, searches literature, tracks deadlines, and answers you on the channels you already use.",AI agents,Python,89,12,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,MIT,academic-writing; ai-agent; arxiv; autonomous-agents; feishu-bot; llm; multi-agent; overleaf; overleaf-sync; research-tools; scientific-writing; self-hosted; telegram-bot,2026-03-14T05:17:06Z,2026-05-27T07:38:24Z,2026-04-10T09:42:59Z,,https://github.com/topics/scientific-writing,https://github.com/nanoAgentTeam/research-claw,125
turtle-key/TabLift,MAGI//ARCHIVE,"A lightweight, open-source macOS utility that automatically restores minimized app windows when switching with ⌘+Tab or ⌘+`.",Other,Swift,117,2,Sirve para trabajar con herramienta de código abierto.,14,AGPL-3.0,accesibility; accessibility; alt-tab-fix; app-switcher; app-switching; cmd-tab; macos; minimized-windows; open-source; privacy; productivity; svelte; swift; swiftui; tab-switching; user-experience; utility; window-management; workflow-opitmization,2024-09-23T05:01:47Z,2026-05-11T07:52:18Z,2026-04-07T04:38:08Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/turtle-key-TabLift.html,https://github.com/turtle-key/TabLift,123
EuniAI/awesome-code-agents,GitHub topic:ai-agents,"A curated list of products, benchmarks, and research papers on autonomous code agents. Beyond coding — they're redefining how software changes the world.",Qualitative analysis,Python,101,7,"Sirve para organizar, codificar o analizar materiales cualitativos.",51,Apache-2.0,ai-agents; awesome-list; code-agents; large-language-models; llm; software-engineering,2025-10-06T14:03:18Z,2026-06-01T18:14:40Z,2026-06-01T18:13:24Z,,https://github.com/topics/ai-agents,https://github.com/EuniAI/awesome-code-agents,122
cal-itp/data-infra,GitHub topic:open-data,Cal-ITP data infrastructure,Data / ETL,Python,68,18,Sirve para trabajar con datos.,548,AGPL-3.0,caltrans; government; gtfs; kubernetes; open-data; python,2020-11-16T18:35:24Z,2026-06-01T16:48:35Z,2026-06-01T18:19:23Z,,https://github.com/topics/open-data,https://github.com/cal-itp/data-infra,122
Duelion/whatsapp-wrapped,MAGI//ARCHIVE," Generate beautiful visual reports for your WhatsApp chats. Message stats, emoji analysis, calendar heatmaps, and more. Privacy-first: runs on your device or Google Colab.",Geospatial,HTML,100,6,Crea visualizaciones para explorar datos y comunicar resultados.,0,GPL-3.0,analytics; chat-analysis; data-visualization; privacy; python; whatsapp,2025-12-13T12:11:12Z,2026-04-19T04:20:20Z,2025-12-30T12:40:48Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Duelion-whatsapp-wrapped.html,https://github.com/Duelion/whatsapp-wrapped,118
cameroncooke/mcpli,MAGI//ARCHIVE,,AI agents,TypeScript,105,3,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,9,MIT,,2025-09-01T12:02:48Z,2026-05-28T10:31:56Z,2026-02-14T12:02:01Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/cameroncooke-mcpli.html,https://github.com/cameroncooke/mcpli,114
Volmarg/personal-management-system-front,MAGI//ARCHIVE,Vue.js based clean and sleek frontend for personal management system,Dashboard / UI,Vue,62,17,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",0,MIT,,2024-08-18T07:47:00Z,2026-05-30T07:47:36Z,2026-05-30T07:47:32Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Volmarg-personal-management-system-front.html,https://github.com/Volmarg/personal-management-system-front,113
andrewtavis/kwx,GitHub topic:text-analysis,"BERT, LDA, and TFIDF based keyword extraction in Python",Data / ETL,Python,77,12,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,13,BSD-3-Clause,bert; data-analysis; data-science; data-visualization; keyword-extraction; latent-dirichlet-allocation; lda; machine-learning; multilingual; natural-language-processing; nlp; open-source; python; python3; text-analysis; text-classification; text-mining; tfidf; topic-modeling; unsupervised-learning,2020-12-23T16:31:53Z,2026-05-28T00:30:18Z,2026-05-24T18:51:08Z,,https://github.com/topics/text-analysis,https://github.com/andrewtavis/kwx,113
joshuaswarren/remnic,GitHub topic:llm + GitHub topic:markdown,"Open-source memory and context for user-aware agents: scoped memory, provenance, retrieval quality, correction, boundaries, evals, and MCP/HTTP access.",Academic writing,TypeScript,75,12,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",4,MIT,agent-memory; ai-agent; ai-memory; conversational-ai; engram; hermes-plugin; knowledge-graph; llm; local-first; long-term-memory; markdown; memory-plugin; openai; openclaw; semantic-search; typescript,2026-02-05T15:04:53Z,2026-06-01T18:18:30Z,2026-06-01T18:19:29Z,,https://github.com/topics/llm,https://github.com/joshuaswarren/remnic,111
flonat/claude-research,GitHub topic:academic-research,"Shareable Claude Code infrastructure for PhD researchers — skills, agents, hooks, and rules for academic workflows",Academic writing,Python,78,11,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,MIT,academic-research; ai-tools; claude; claude-code; latex; phd; research-workflow,2026-02-20T10:45:59Z,2026-05-31T13:19:03Z,2026-05-31T13:19:21Z,,https://github.com/topics/academic-research,https://github.com/flonat/claude-research,111
xdev-software/vaadin-maps-leaflet-flow,GitHub topic:leaflet,A Vaadin Flow Java API for Leaflet Maps 🗺️ Component (https://leafletjs.com/),Geospatial,Java,47,21,Sirve para trabajar con información geoespacial y mapas.,7,Apache-2.0,leaflet; maps; vaadin; vaadin-addon,2019-12-04T14:44:17Z,2026-06-01T07:15:20Z,2026-06-01T07:24:55Z,,https://github.com/topics/leaflet,https://github.com/xdev-software/vaadin-maps-leaflet-flow,110
InbarR/tmax,GitHub topic:coding,"Cross-platform multi-terminal app with tiling layouts, floating panels, and a keyboard-driven workflow",Qualitative analysis,TypeScript,49,20,"Sirve para organizar, codificar o analizar materiales cualitativos.",2,,agent; ai; ai-agents; coding; developer-tools; electron; react; terminal; tiling-window-manager; typescript; xterm,2026-02-14T20:36:19Z,2026-06-01T16:43:31Z,2026-06-01T16:28:53Z,,https://github.com/topics/coding,https://github.com/InbarR/tmax,109
opengeos/qgis-timelapse-plugin,GitHub topic:qgis,A QGIS plugin for creating timelapse animations from remote sensing imagery with Google Earth Engine,Geospatial,Python,79,10,"Permite visualizar, gestionar o analizar datos geoespaciales.",0,MIT,earthengine; geospatial; python; qgis; qgis-plugin; satellite,2025-12-19T01:43:12Z,2026-06-01T13:11:11Z,2026-06-01T13:10:38Z,,https://github.com/topics/qgis,https://github.com/opengeos/qgis-timelapse-plugin,109
ltczding-gif/ref-downloader,GitHub topic:literature-review + GitHub topic:zotero,Batch-download reference PDFs from a DOI or paper PDF using Crossref and your institutional Edge session.,Academic writing,Python,97,3,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,academic-tools; agent-skills; claude-code; codex-skills; crossref; literature-review; pdf-downloader; playwright; python; zotero,2026-05-11T03:23:17Z,2026-06-01T08:41:36Z,2026-06-01T08:41:50Z,,https://github.com/topics/literature-review,https://github.com/ltczding-gif/ref-downloader,106
aloth/olcli,GitHub topic:academic-writing + GitHub topic:latex,"Overleaf from your terminal — pull, push, two-way sync, compile, and manage LaTeX projects via CLI. Smart .olignore filtering, deletion propagation, self-hosted Overleaf/ShareLaTeX support, AgentSkills-compatible.",Academic writing,TypeScript,66,13,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",1,MIT,academic-writing; agentskills; arxiv; automation; bibtex; cli; command-line; developer-tools; latex; latex-tools; nodejs; npm-package; overleaf; overleaf-api; overleaf-cli; overleaf-sync,2026-02-02T08:11:47Z,2026-06-01T16:23:00Z,2026-06-01T16:14:39Z,,https://github.com/topics/academic-writing,https://github.com/aloth/olcli,105
nickduran/align-linguistic-alignment,GitHub topic:text-analysis,"Python library for extracting quantitative, reproducible metrics of multi-level alignment between speakers in naturalistic language corpora.",Other,Python,54,17,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",18,MIT,conversation-analysis; corpus-tools; linguistic-alignment; linguistic-analysis; ngram-analysis; nltk; notebooks; python; text-analysis; word2vec,2017-12-11T20:15:04Z,2026-05-29T21:52:47Z,2026-05-29T21:52:43Z,,https://github.com/topics/text-analysis,https://github.com/nickduran/align-linguistic-alignment,105
slive777/OpenAver,GitHub topic:scraper,"Modern JAV metadata manager — multi-source scraping, Jellyfin integration, and AI-ready API. Built with FastAPI + DaisyUI.",AI agents,Python,80,8,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,2,MIT,ai-agent; daisyui; dark-mode; fastapi; gallery; gsap; i18n; jav; jellyfin; metadata; nfo; python; pywebview; scraper; web-gui,2026-01-14T17:51:42Z,2026-06-01T17:11:20Z,2026-06-01T17:11:15Z,,https://github.com/topics/scraper,https://github.com/slive777/OpenAver,104
WenyuChiou/ai-research-skills,GitHub topic:academic-writing,"Universal SKILL.md catalog for research workflows: literature review, research design, project memory, manuscript writing, and cross-agent delegation for Claude Code, Codex, Gemini, Cursor, OpenClaw, and generic AI clients.",Academic writing,Python,83,7,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",0,MIT,academic-writing; agentic-ai; agentskills; ai-research; ai-skills; claude-code; claude-skills; codex; cursor; gemini; literature-review; marketplace; multi-agent; notebooklm; obsidian; openclaw; research; research-workflow; skill-md; zotero,2026-04-25T17:46:37Z,2026-05-31T14:45:02Z,2026-05-31T06:14:48Z,,https://github.com/topics/academic-writing,https://github.com/WenyuChiou/ai-research-skills,104
dhowe/rita,GitHub topic:text-analysis,"Website, documentation and examples for RiTa",Other,JavaScript,76,9,"Repositorio para revisar: website, documentation and examples for rita.",45,,generative-text; natural-language; rita; text-analysis; text-generation,2020-05-17T08:34:27Z,2026-05-31T15:25:58Z,2026-05-31T15:25:49Z,,https://github.com/topics/text-analysis,https://github.com/dhowe/rita,103
vinhphunguyen/how-to-write-a-paper,GitHub topic:scientific-writing,How to write a high quality scientific article using LaTeX. Source code included.,Academic writing,TeX,69,11,Sirve para trabajar con escritura académica.,2,,computational-physics; latex; scientific-writing,2019-12-11T03:35:40Z,2026-05-24T11:26:56Z,2024-06-03T02:26:35Z,,https://github.com/topics/scientific-writing,https://github.com/vinhphunguyen/how-to-write-a-paper,102
magicsunday/webtrees-pedigree-chart,GitHub topic:data-visualization,SVG pedigree chart module for the webtrees genealogy application — interactive D3.js tree visualization with multiple layouts and up to 25 generations.,Data / ETL,JavaScript,56,15,Crea visualizaciones para explorar datos y comunicar resultados.,4,GPL-3.0,ancestors; chart; d3; d3js; data-visualization; family-tree; genealogy; module; pedigree-chart; svg; visualization; webtrees; webtrees-module,2018-11-15T08:14:54Z,2026-06-01T18:19:39Z,2026-06-01T18:19:16Z,,https://github.com/topics/data-visualization,https://github.com/magicsunday/webtrees-pedigree-chart,101
qfes/rdeck,GitHub topic:deckgl,Deck.gl widget for R,Geospatial,R,100,0,Sirve para trabajar con información geoespacial y mapas.,35,MIT,deckgl; mapbox,2020-02-29T01:27:20Z,2025-10-06T09:30:36Z,2024-09-03T08:30:19Z,,https://github.com/topics/deckgl,https://github.com/qfes/rdeck,100
MerginMaps/qgis-plugin,GitHub topic:qgis,QGIS plugin for managing Mergin Maps projects ,Geospatial,Python,42,19,"Permite visualizar, gestionar o analizar datos geoespaciales.",136,GPL-3.0,merginmaps; plugin; qgis; synchronisation,2019-04-18T11:23:39Z,2026-06-01T15:12:48Z,2026-06-01T14:44:13Z,,https://github.com/topics/qgis,https://github.com/MerginMaps/qgis-plugin,99
zemendaniel/intercom,MAGI//ARCHIVE,,Other,Python,83,5,Repositorio para explorar y clasificar manualmente.,1,GPL-3.0,,2025-08-07T09:43:55Z,2026-03-04T15:46:06Z,2025-11-03T20:49:49Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/zemendaniel-intercom.html,https://github.com/zemendaniel/intercom,98
ipitio/backage,GitHub topic:scraper,Endpoint behind badges for GitHub Packages,Data / ETL,Shell,54,14,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,0,MIT,api; automation; docker; ghcr; github-actions; gnu-parallel; gradle; json2xml; maven; monitoring; npm; nuget; proxy; rubygems; scraper; time-series; yq,2024-06-08T09:11:40Z,2026-06-01T17:45:23Z,2026-06-01T17:45:18Z,,https://github.com/topics/scraper,https://github.com/ipitio/backage,96
Biajin-PKU/research-harness,GitHub topic:literature-review + GitHub topic:zotero,做证据可信、过程可追、自主优化的长程自动化 AI 科研工具。,Academic writing,Python,71,8,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,ai-agents; codex; literature-review; mcp; open-source; provenance; research-automation; research-tools; scientific-research; zotero,2026-04-21T15:11:03Z,2026-06-01T17:58:53Z,2026-06-01T17:58:49Z,,https://github.com/topics/literature-review,https://github.com/Biajin-PKU/research-harness,95
andreaspacher/openeditors,GitHub topic:bibliometrics,Webscraping data about editors of scientific journals.,Data / ETL,HTML,59,12,Sirve para trabajar con datos.,8,MIT,academia; bibliometrics; editors; journals; meta-science; publishers; research; science; scientometrics,2021-02-20T10:32:47Z,2026-03-27T13:22:03Z,2026-03-19T10:12:06Z,,https://github.com/topics/bibliometrics,https://github.com/andreaspacher/openeditors,95
berkay-digital/Proxy-Scraper,GitHub topic:scraper,Scrapes and checks HTTP proxies from various sources. Automatically updates proxies.txt every 6 hours.,Data / ETL,Python,70,8,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,0,MIT,checker; http-proxies; http-proxy; proxies; proxies-list; proxy; proxy-checker; proxy-generator; proxy-list; proxy-list-github; proxy-lists; proxy-scraper; scraper,2024-01-09T08:39:25Z,2026-06-01T16:13:01Z,2026-06-01T15:51:05Z,,https://github.com/topics/scraper,https://github.com/berkay-digital/Proxy-Scraper,94
Jovancoding/Network-AI,GitHub topic:llm + GitHub topic:ai-agents + GitHub topic:mcp,"Traffic light for AI Agents and TypeScript/Node multi-agent orchestrator with shared state, guardrails, and adapters for 29 AI frameworks",Qualitative analysis,TypeScript,59,11,"Sirve para organizar, codificar o analizar materiales cualitativos.",0,MIT,agent-framework; agent-orchestration; ai-agents; autogen; blackboard; blackboard-architecture; crewai; hermes; hermes-agent; langchain; llm; mcp; multi-agent; nemoclaw; nodejs; openclaw,2026-02-04T14:37:22Z,2026-06-01T18:17:45Z,2026-06-01T18:17:12Z,,https://github.com/topics/llm,https://github.com/Jovancoding/Network-AI,92
kishormorol/ResearchScope,GitHub topic:bibliometrics + GitHub topic:literature-review,"Open-source research intelligence for CS papers — track what matters, who drives it, what to read first, and where the research gaps are.",Academic writing,Python,74,6,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,academic; academic-search; arxiv; bibliometrics; citation-analysis; conference-deadlines; javascript; literature-review; machine-learning; nlp; open-source; paper-ranking; paper-tracking; python; research-dashboard; research-gaps,2026-04-13T00:17:33Z,2026-06-01T11:31:19Z,2026-06-01T10:14:07Z,,https://github.com/topics/bibliometrics,https://github.com/kishormorol/ResearchScope,92
dodopayments/context-mcp,GitHub topic:mcp,Self-hosted MCP server for your documentation,AI agents,TypeScript,48,14,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,36,Apache-2.0,context; context-api; context7; documentation; mcp; mcp-server; openai; pinecone; self-hosted,2025-12-03T10:30:02Z,2026-06-01T18:20:03Z,2026-06-01T18:19:10Z,,https://github.com/topics/mcp,https://github.com/dodopayments/context-mcp,90
gizmax/Sandcastle,GitHub topic:dashboard,"Describe what you want. Go home. Sandcastle ships it. 6 AI providers, EU data residency, smart failover, cost intelligence, 20 step types, 236 templates. European-built, open source. pip install sandcastle-ai",AI agents,Python,71,6,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",6,NOASSERTION,ai; ai-agents; audit-trail; compliance; cost-tracking; dag; dashboard; eu-ai-act; fastapi; llm; mcp; opentelemetry; pii-redaction; python; react; sandbox; workflow-orchestrator; yaml,2026-02-15T15:17:40Z,2026-06-01T18:09:24Z,2026-06-01T18:09:06Z,,https://github.com/topics/dashboard,https://github.com/gizmax/Sandcastle,89
drhelius/Gearlynx,GitHub topic:mcp,"Atari Lynx emulator, debugger, and embedded MCP server for macOS, Windows, Linux, BSD and RetroArch.",AI agents,C++,67,7,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,2,GPL-3.0,atari; bsd; emulator; libretro; linux; lynx; macos; mcp; mcp-server; raspberry-pi; raspberrypi; retroarch; vgm,2025-01-24T09:23:13Z,2026-06-01T18:19:51Z,2026-06-01T18:19:31Z,,https://github.com/topics/mcp,https://github.com/drhelius/Gearlynx,88
openqda/openqda,GitHub topic:qualitative-analysis,Free open collaborative qualitative data analysis software,Qualitative analysis,PHP,67,7,"Sirve para organizar, codificar o analizar materiales cualitativos.",52,AGPL-3.0,agplv3; analysis; caqdas; data; fair; hacktberfest; hacktoberfest; qda; qualitative; qualitative-analysis; qualitative-data-analysis; research; research-software; research-software-engineering; rse; university-of-bremen; zemki,2024-04-29T11:41:25Z,2026-05-30T16:22:16Z,2026-05-29T20:41:55Z,,https://github.com/topics/qualitative-analysis,https://github.com/openqda/openqda,88
proompteng/bilig,GitHub topic:ai-agents,"Headless spreadsheet workbooks for Node services and agents, no need for excel or browser",AI agents,TypeScript,30,19,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",5,MIT,ai-agents; excel; excel-formulas; exceljs; formula-engine; formula-recalculation; headless-spreadsheet; mcp; mcp-server; nodejs; sheetjs; spreadsheet; spreadsheet-automation; spreadsheet-engine; typescript; workbook-api; workpaper; xlsx; xlsx-formulas; xlsx-recalculation,2026-03-13T04:50:28Z,2026-06-01T18:14:05Z,2026-06-01T18:14:00Z,,https://github.com/topics/ai-agents,https://github.com/proompteng/bilig,87
free-revalution/AIGC-Detector-Pro,GitHub topic:text-analysis,AIGC 检测论文 AI 降率工具 - Claude Code Skill for academic paper AI detection and rewriting,Research,Python,75,4,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",5,MIT,academic; ai-detection; aigc; claude-code; claude-skills; cnki; education; paper; rewriting; text-analysis; thesis,2026-04-07T09:57:47Z,2026-06-01T17:59:12Z,2026-05-13T09:27:14Z,,https://github.com/topics/text-analysis,https://github.com/free-revalution/AIGC-Detector-Pro,87
leadita/tech-stack-datasets,GitHub topic:open-data,"Open datasets of companies & websites grouped by technologies they use (CSV & JSON). Discover who uses Shopify, Stripe, Woocommerce, HubSpot, and more.",Data / ETL,,56,10,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,1,,companies; competitive-analysis; crawler; datasets; hubspot; lead-generation; market-research; open-data; scrapper; shopify; tech-stack; technology; technology-usage; woocommerce,2026-01-27T09:08:44Z,2026-06-01T18:17:33Z,2026-06-01T18:16:53Z,,https://github.com/topics/open-data,https://github.com/leadita/tech-stack-datasets,86
baibao577/dumbnote-page,GitHub topic:markdown,"a lightning-fast Markdown note app — perfect for those surprise calls, impromptu meetings, or quick debriefs where every second counts. Open, type, and capture — before the moment passes.",Academic writing,HTML,74,4,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,,brainstorming; electron-app; markdown; markdown-editor; mindmap; note-taking; notes-app,2025-06-28T08:57:06Z,2026-06-01T18:16:24Z,2026-06-01T18:15:41Z,,https://github.com/topics/markdown,https://github.com/baibao577/dumbnote-page,86
kldhsh123/Afterglow,GitHub topic:vector-database,使用 QQ/微信 聊天记录结合向量数据库让AI更好的扮演对方的角色，在不微调模型的情况下可以达到可观的效果。把曾经的美好，续成往后的陪伴。 --续温,LLM / GenAI,Python,62,8,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,AGPL-3.0,afterglow; ai-companion; digital-companion; lancedb; llm; python; qq-chat; rag; semantic-search; vector-database; vue,2026-05-22T03:20:11Z,2026-06-01T16:40:28Z,2026-06-01T16:35:17Z,,https://github.com/topics/vector-database,https://github.com/kldhsh123/Afterglow,86
guillevc/listseerr,MAGI//ARCHIVE,Sync curated movie & TV show lists to Seerr as automated requests.,Other,TypeScript,85,0,Repositorio para revisar: sync curated movie & tv show lists to seerr as automated requests.,5,NOASSERTION,docker; jellyfin; jellyseerr; mdblist; movie; overseerr; plex; radarr; seerr; shows; sonarr; stevenlu; trakt; tv,2025-12-07T01:22:20Z,2026-05-31T20:37:52Z,2026-05-11T23:35:23Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/guillevc-listseerr.html,https://github.com/guillevc/listseerr,85
RipeMangoBox/BITE,GitHub topic:academic-research,"Semi-automated research assistant and local knowledge base for paper analysis, ideation, coding, experiments, writing, and publication workflows.",Qualitative analysis,Python,47,12,"Sirve para organizar, codificar o analizar materiales cualitativos.",1,MIT,academic-research; claude-code; codex-cli; knowledge-base; obsidian; paper-analysis; research-assistant; research-automation; research-workflow; semi-automated-research,2026-04-08T17:25:24Z,2026-05-31T14:34:01Z,2026-05-28T08:44:11Z,,https://github.com/topics/academic-research,https://github.com/RipeMangoBox/BITE,83
zack0x01/403-Bypass-lab,MAGI//ARCHIVE,,Other,Python,51,10,Repositorio para explorar y clasificar manualmente.,2,,,2025-12-24T01:13:57Z,2026-05-24T12:56:04Z,2026-02-20T23:51:58Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/zack0x01-403-Bypass-lab.html,https://github.com/zack0x01/403-Bypass-lab,81
