repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
0xWelt/Awesome-Vibe-Coding,GitHub topic:coding,"A Curated List of Vibe Coding Open-Source Projects, Tools, and Learning Resources",Qualitative analysis,,97,39,"Sirve para organizar, codificar o analizar materiales cualitativos.",22,,ai; awesome; awesome-list; awesome-lists; chatgpt; claude; codeassistant; coding; copilot; cursor; deepseek; gemini; ide; kimi; llm; vibe; vibe-coding; vibecoding,2025-05-08T08:57:48Z,2026-06-29T15:12:33Z,2026-06-29T15:10:47Z,,https://github.com/topics/coding,https://github.com/0xWelt/Awesome-Vibe-Coding,214
henson/Scraper,GitHub topic:scraper + GitHub topic:markdown,"Tracking the most popular Github repos, updated daily.",Academic writing,Go,140,24,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,2,Apache-2.0,go; markdown; scraper,2017-01-04T03:04:17Z,2026-06-29T16:01:08Z,2026-06-29T16:00:32Z,,https://github.com/topics/scraper,https://github.com/henson/Scraper,212
SamSamskies/react-map-gl-geocoder,GitHub topic:deckgl,React wrapper for mapbox-gl-geocoder for use with react-map-gl,Geospatial,JavaScript,121,27,Sirve para trabajar con información geoespacial y mapas.,48,MIT,deckgl; mapbox; mapbox-gl; mapbox-gl-geocoder; react; react-map-gl,2018-06-22T23:34:00Z,2026-04-19T15:50:32Z,2023-01-06T14:04:08Z,,https://github.com/topics/deckgl,https://github.com/SamSamskies/react-map-gl-geocoder,202
Mictronics/readsb-protobuf,GitHub topic:leaflet,"Readsb is a Mode-S/ADSB/TIS decoder for RTLSDR, BladeRF, Modes-Beast and GNS5894 devices. Future development version with protocol buffer storage.",LLM / GenAI,C,114,28,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,NOASSERTION,adalm-pluto; ads-b; adsb; bladerf; dump1090; dump1090-fa; gns5894; indexeddb; leaflet; libprotobuf-c; mode-s; protobuf-c; protocol-buffer; readsb; rrd; rtl-sdr; rtlsdr; sdr; typescript; ubladerf,2020-01-27T14:33:57Z,2026-06-28T07:33:13Z,2026-06-28T07:33:09Z,,https://github.com/topics/leaflet,https://github.com/Mictronics/readsb-protobuf,198
xpipe-io/kickstartfx,MAGI//ARCHIVE,The most advanced template for JavaFX applications,Other,Java,155,13,Repositorio para revisar: the most advanced template for javafx applications.,11,NOASSERTION,java; javafx; javafx-project,2025-09-11T01:40:52Z,2026-06-23T12:25:04Z,2026-06-18T09:52:18Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/xpipe-io-kickstartfx.html,https://github.com/xpipe-io/kickstartfx,194
Extralit/extralit,GitHub topic:literature-review,Fast and accurate systemic data extraction with LLM assistance,LLM / GenAI,Python,45,47,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",35,Apache-2.0,data-extraction; literature-review; llm,2023-10-22T01:14:09Z,2026-06-27T01:25:33Z,2026-06-27T18:54:04Z,,https://github.com/topics/literature-review,https://github.com/Extralit/extralit,186
Amet13/tex-thesis,GitHub topic:latex,"A universal, modern LaTeX thesis template for bachelor's, master's, or PhD theses",Academic writing,TeX,100,28,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",0,CC-BY-SA-4.0,academic; beamer; biblatex; ci-cd; devcontainer; dissertation; docker; github-actions; latex; latex-template; lualatex; pgfplots; template; thesis; thesis-template; tikz; university,2017-01-09T11:03:57Z,2026-06-29T12:31:39Z,2026-06-29T12:31:35Z,,https://github.com/topics/latex,https://github.com/Amet13/tex-thesis,184
apache/uima-uimaj,GitHub topic:text-analysis,Apache UIMA Java SDK,Other,Java,68,38,Repositorio para revisar: apache uima java sdk.,28,Apache-2.0,apache; java; text-analysis; uima,2013-11-29T08:00:16Z,2026-06-17T18:55:30Z,2026-06-17T18:55:26Z,,https://github.com/topics/text-analysis,https://github.com/apache/uima-uimaj,182
cybergis/rs-embed,GitHub topic:remote-sensing,One line code to get any remote sensing foundation model embeddings for any place and any time,LLM / GenAI,Python,136,15,"Permite visualizar, gestionar o analizar datos geoespaciales.",10,Apache-2.0,earth-observation; embeddings; geospatial; geospatial-foundation-model; remote-sensing; remote-sensing-foundation-model; representation-learning,2026-01-26T22:53:36Z,2026-06-29T05:46:03Z,2026-06-29T05:45:58Z,,https://github.com/topics/remote-sensing,https://github.com/cybergis/rs-embed,181
bestxxt/SmartLedger,MAGI//ARCHIVE,"Self-hosted, Multi LLM model based smart ledger assistant",LLM / GenAI,TypeScript,118,21,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,,2025-05-16T19:38:42Z,2026-06-29T02:01:47Z,2026-03-07T08:22:47Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/bestxxt-SmartLedger.html,https://github.com/bestxxt/SmartLedger,181
makerbase-mks/MKS-PI,MAGI//ARCHIVE,"As we all know, the Klipper firmware has the advantages of high printing speed, high precision, and the ability to use the web page to control the printer, etc. MKS PI is a high-end microcomputer board designed by makerbase to replace the Raspberry Pi for the convenience of 3D printing users to use the Klipper firmware. In terms of hardware, MKS PI has a powerful 4-core 64-bit SOC onboard, with 1GBytes of DDR3 memory, supports HDMI screen interface and PI-TS35 screen interface, provides Ethernet port, 3-channel USB interfaces (can be connected to a 3D printer main board, USB Wireless network card, USB camera, U disk, USB keyboard and mouse, etc.); In terms of software, Makerbase provides a complete Klipper firmware transplanted based on the Armbian desktop system, and directly supports klipperScreen. Users only need to download the image file provided by Makerbase, burn it to the TF card, without a lot of construction work, use the usb port or serial port to connect your main board, configure the parameters on the webpage, and you can use the Klipper firmware happily!",Dashboard / UI,,146,11,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",57,GPL-3.0,,2022-06-15T07:51:27Z,2026-05-29T14:28:34Z,2022-12-06T03:30:29Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/makerbase-mks-MKS-PI.html,https://github.com/makerbase-mks/MKS-PI,179
Turbo1123/LauncherTurbo,MAGI//ARCHIVE,120Hz ProMotion Launchpad for macOS Tahoe,Other,Swift,159,6,Repositorio para revisar: 120hz promotion launchpad for macos tahoe.,3,GPL-3.0,,2026-01-10T04:35:06Z,2026-06-26T09:00:30Z,2026-03-10T10:43:49Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Turbo1123-LauncherTurbo.html,https://github.com/Turbo1123/LauncherTurbo,177
WrongStack/WrongStack,GitHub topic:ai-agents + GitHub topic:coding,"An AI coding agent that reads your code, edits files, runs commands, and reasons through bugs — across a terminal REPL, a full-screen TUI, and a browser UI, while you keep your hand on every permission.",Qualitative analysis,TypeScript,108,20,"Sirve para organizar, codificar o analizar materiales cualitativos.",2,MIT,agentic-ai; ai-agents; ai-tools; code; code-generation; coding,2026-05-12T23:57:23Z,2026-06-29T16:13:01Z,2026-06-29T16:12:47Z,,https://github.com/topics/ai-agents,https://github.com/WrongStack/WrongStack,168
jmrplens/TFG-TFM_EPS,GitHub topic:latex,Plantilla LaTeX para la elaboración de TFG y TFM en la Escuela Politécnica Superior de la Universidad de Alicante,Academic writing,TeX,80,29,Plantilla LaTeX para la elaboración de TFG y TFM en la Escuela Politécnica Superior de la Universidad de Alicante.,0,GPL-3.0,alicante; eps; escuela; latex; latex-document; latex-style; latex-template; plantilla; plantilla-tfg; politecnica; superior; tfg; tfm; ua; universidad; university,2018-01-21T03:43:50Z,2026-06-29T12:31:24Z,2026-06-29T12:31:19Z,,https://github.com/topics/latex,https://github.com/jmrplens/TFG-TFM_EPS,167
github-young/zotero-better-authors,GitHub topic:zotero,Customize the displayed authors list,Academic writing,TypeScript,151,5,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",3,AGPL-3.0,zotero; zotero-addon; zotero-plugin,2023-09-18T10:18:09Z,2026-06-27T11:06:49Z,2026-06-29T13:33:38Z,,https://github.com/topics/zotero,https://github.com/github-young/zotero-better-authors,166
introfini/ZotSeek,GitHub topic:academic-research,"AI semantic search for Zotero, with a built-in MCP server for AI agents (Claude Code, Codex). Find papers by meaning. 100% local and private.",Academic writing,TypeScript,138,8,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",7,,academic; academic-research; ai; ai-agents; claude-code; embeddings; llm; local-ai; mcp; mcp-server; model-context-protocol; offline-first; papers; privacy-focused; research; searching-algorithms; semantic-search-ai; transformers; zotero; zotero-plugin,2025-12-26T19:37:29Z,2026-06-28T05:36:52Z,2026-06-26T13:50:51Z,,https://github.com/topics/academic-research,https://github.com/introfini/ZotSeek,162
Patrick-Cole/pygmi,GitHub topic:remote-sensing,PyGMI - Python Geophysical Modelling and Interpretation,Geospatial,HTML,101,20,Sirve para trabajar con información geoespacial y mapas.,3,GPL-3.0,geophysics; remote-sensing; seismology,2014-07-18T07:44:47Z,2026-06-29T13:43:47Z,2026-06-29T13:43:43Z,,https://github.com/topics/remote-sensing,https://github.com/Patrick-Cole/pygmi,161
g3w-suite/g3w-admin,GitHub topic:qgis,Server module for G3W-SUITE ,Geospatial,JavaScript,47,38,"Permite visualizar, gestionar o analizar datos geoespaciales.",73,MPL-2.0,django; django-application; python; qgis; qgis-server; qgis2; qgis3,2018-02-13T12:01:34Z,2026-06-26T09:47:53Z,2026-06-29T08:53:25Z,,https://github.com/topics/qgis,https://github.com/g3w-suite/g3w-admin,161
MingfengHong/paperseek,GitHub topic:literature-review,LLM based Literature Search Agent. 一个面向研究者的文献发现工具，支持用自然语言发起检索、自动迭代查询、扩展候选论文、排序结果并导出可复核的文献列表。,AI agents,Python,129,10,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",3,Apache-2.0,literature; literature-review; literature-search; paper; research,2026-06-02T08:17:25Z,2026-06-28T00:55:22Z,2026-06-26T11:03:01Z,,https://github.com/topics/literature-review,https://github.com/MingfengHong/paperseek,159
danpozmanter/lite-anvil,GitHub topic:coding,A code editor in Rust,Qualitative analysis,Rust,118,13,"Sirve para organizar, codificar o analizar materiales cualitativos.",0,MIT,code-editor; coding; editor; lite-anvil; lua; rust; sdl3; text-editor,2026-03-06T18:02:22Z,2026-06-29T14:29:40Z,2026-06-29T14:26:08Z,,https://github.com/topics/coding,https://github.com/danpozmanter/lite-anvil,157
gaasher/Agent-Loop-Skills,GitHub topic:scientific-writing + GitHub topic:literature-review,"Loop until it's better — drop-in agentic loops (autoresearch, scientific writing, data analysis, code/SQL/prompt optimization, red-teaming) as open-standard Agent Skills. Verification-gated; native on Claude Code, portable across Codex, Cursor & other Skills hosts.",Academic writing,Python,114,13,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,MIT,agent-skills; agentic-loops; agentic-workflows; ai-agents; anthropic; autoresearch; claude; claude-code; data-analysis; literature-review; llm-agents; machine-learning; ml-autoresearch; open-source; prompt-engineering; red-teaming,2026-06-15T02:01:33Z,2026-06-29T03:59:24Z,2026-06-29T00:50:51Z,,https://github.com/topics/scientific-writing,https://github.com/gaasher/Agent-Loop-Skills,153
discourselab/scrapai-cli,GitHub topic:scraper,"AI-powered web scraping CLI. Describe what you want, get a   production-ready Scrapy spider. Write once, reuse forever.",Qualitative analysis,Python,110,14,"Sirve para organizar, codificar o analizar materiales cualitativos.",2,Apache-2.0,ai; claude-code; cli; cloudflare; cloudflare-bypass; cloudflare-scraper; crawler; python; scraper; scrapy; sqlite3; web-scraping,2025-06-24T13:57:38Z,2026-06-29T15:43:02Z,2026-06-29T15:42:57Z,,https://github.com/topics/scraper,https://github.com/discourselab/scrapai-cli,152
AIScientists-Dev/academic-humanizer,GitHub topic:academic-writing + GitHub topic:scientific-writing,"Strip AI-writing tells from papers and grant proposals (NSF/NIH), while keeping scholarly voice and tying claims to evidence. A skill for Claude Code, Codex, and MorphMind.",LLM / GenAI,,103,16,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,NOASSERTION,academic-writing; grant-writing; llm; nih; nsf; research; scientific-writing; writing-assistant,2026-06-20T13:23:52Z,2026-06-29T14:27:59Z,2026-06-24T12:22:21Z,,https://github.com/topics/academic-writing,https://github.com/AIScientists-Dev/academic-humanizer,151
Skillter/ProxyGather,GitHub topic:scraper,Sophisticated proxy scraper and checker,Data / ETL,Python,119,10,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,3,,contributions-welcome; free; free-proxy; https-proxy; proxies; proxy; proxy-checker; proxy-list; proxy-scraper; python; scraper,2025-06-13T01:56:16Z,2026-06-29T14:37:45Z,2026-06-29T14:36:11Z,,https://github.com/topics/scraper,https://github.com/Skillter/ProxyGather,149
kadas-albireo/kadas-albireo2,GitHub topic:qgis,KADAS Albireo,Geospatial,C++,94,18,"Permite visualizar, gestionar o analizar datos geoespaciales.",14,GPL-2.0,gis; qgis,2019-05-01T06:18:01Z,2026-06-26T18:10:16Z,2026-06-29T10:10:07Z,,https://github.com/topics/qgis,https://github.com/kadas-albireo/kadas-albireo2,148
remram44/taguette,GitHub topic:qualitative-analysis,Free and open source qualitative research tool -- MIRROR OF GITLAB REPOSITORY,Qualitative analysis,Python,85,21,"Sirve para organizar, codificar o analizar materiales cualitativos.",10,BSD-3-Clause,hacktoberfest; highlighting; notes; qualitative-analysis; research-tool; tagging; tags; text-analysis,2018-10-21T18:24:22Z,2026-06-24T09:14:33Z,2026-02-05T16:55:16Z,,https://github.com/topics/qualitative-analysis,https://github.com/remram44/taguette,148
ARYPROGRAMMER/Video-Generator-AI,MAGI//ARCHIVE,"This Next.js application generates videos based on client-provided queries. It is designed as a SaaS platform, allowing users to easily create engaging video content for various purposes such as marketing, education, or social media. The app leverages cutting-edge technologies to provide a smooth user experience and high-quality video output",LLM / GenAI,JavaScript,82,22,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,NOASSERTION,assembly-ai; clerkauth; drizzle-orm; eleven-labs-api; firebase; gpt-4; huggingface-models; javascript; lucide-react; neon-postgres; nextjs15; remotion-v4; shadcn-ui; stable-diffusion-3-5; text-to-video,2024-10-28T17:54:24Z,2026-06-17T13:05:03Z,2026-03-22T20:02:13Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/ARYPROGRAMMER-Video-Generator-AI.html,https://github.com/ARYPROGRAMMER/Video-Generator-AI,148
cassproject/CASS,GitHub topic:open-data,Competency and Skills System,Geospatial,JavaScript,60,29,"Permite visualizar, gestionar o analizar datos geoespaciales.",13,Apache-2.0,cass; competency; competency-management; competency-registry; competency-repository; linked-data; open-data; skills,2015-12-10T00:17:34Z,2026-06-29T15:34:34Z,2026-06-29T15:34:16Z,,https://github.com/topics/open-data,https://github.com/cassproject/CASS,147
flonat/claude-research,GitHub topic:academic-research,"Shareable Claude Code infrastructure for PhD researchers — skills, agents, hooks, and rules for academic workflows",Academic writing,Python,102,15,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,MIT,academic-research; ai-tools; claude; claude-code; latex; phd; research-workflow,2026-02-20T10:45:59Z,2026-06-29T14:06:23Z,2026-06-27T12:57:07Z,,https://github.com/topics/academic-research,https://github.com/flonat/claude-research,147
ARPAHLS/skillware,GitHub topic:ai-agents,"A Python framework for modular, self-contained skill management for machines.",AI agents,Python,53,31,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",53,MIT,agent-skills; ai; ai-agents; dev-tools; function-calling; llm-tools; local-ai; python; skillware,2026-01-20T11:37:56Z,2026-06-29T16:15:17Z,2026-06-29T16:15:08Z,,https://github.com/topics/ai-agents,https://github.com/ARPAHLS/skillware,146
joshuaswarren/remnic,GitHub topic:markdown,"Open-source memory and context for user-aware agents: scoped memory, provenance, retrieval quality, correction, boundaries, evals, and MCP/HTTP access.",Academic writing,TypeScript,94,16,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",10,MIT,agent-memory; ai-agent; ai-memory; conversational-ai; engram; hermes-plugin; knowledge-graph; llm; local-first; long-term-memory; markdown; memory-plugin; openai; openclaw; semantic-search; typescript,2026-02-05T15:04:53Z,2026-06-29T16:09:42Z,2026-06-29T16:09:37Z,,https://github.com/topics/markdown,https://github.com/joshuaswarren/remnic,142
muschellij2/rscopus,GitHub topic:bibliometrics,Scopus Database API Interface to R,Data / ETL,R,84,19,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",7,,bibliometrics; scopus; scopus-api,2015-10-15T02:06:02Z,2026-06-17T12:07:31Z,2026-05-18T15:28:10Z,,https://github.com/topics/bibliometrics,https://github.com/muschellij2/rscopus,141
zzhonglei/GeoCode-Release,GitHub topic:qgis,A desktop AI assistant for geoscience data processing,AI agents,Python,109,9,"Permite visualizar, gestionar o analizar datos geoespaciales.",4,MIT,agent; googleearthengine; qgis; qgis-processing; qgis-processing-toolbox; skills,2026-05-03T05:06:27Z,2026-06-29T10:20:35Z,2026-06-29T04:57:00Z,,https://github.com/topics/qgis,https://github.com/zzhonglei/GeoCode-Release,136
Dockershelf/dockershelf,GitHub topic:latex,"A repository containing useful, lightweight and reliable dockerfiles.",Academic writing,Shell,96,13,Sirve para trabajar con escritura académica.,1,GPL-3.0,ci-cd; docker; docker-image; dockerfile; latex; node; python,2016-06-08T11:55:18Z,2026-06-29T16:16:02Z,2026-06-29T16:15:49Z,,https://github.com/topics/latex,https://github.com/Dockershelf/dockershelf,135
WenyuChiou/ai-research-skills,GitHub topic:academic-writing,"Universal SKILL.md catalog for research workflows: literature review, research design, project memory, manuscript writing, and cross-agent delegation for Claude Code, Codex, Gemini, Cursor, OpenClaw, and generic AI clients.",Academic writing,Python,111,8,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",1,MIT,academic-writing; agentic-ai; agentskills; ai-research; ai-skills; claude-code; claude-skills; codex; cursor; gemini; literature-review; marketplace; multi-agent; notebooklm; obsidian; openclaw; research; research-workflow; skill-md; zotero,2026-04-25T17:46:37Z,2026-06-28T13:50:20Z,2026-06-23T10:53:39Z,,https://github.com/topics/academic-writing,https://github.com/WenyuChiou/ai-research-skills,135
CloudDefenseAI/falco_extended_rules,MAGI//ARCHIVE,Curating Falco rules with MITRE ATT&CK Matrix,Research,Python,87,16,"Apoya investigación, experimentación, evaluación o revisión de literatura.",0,Apache-2.0,cloudsecurity; cnapp; container-security; cspm; devops; devsecops; falco; kuberentes; kubernetes-security; malware; malware-analysis; security; security-tools; threat; threat-analysis; threat-modeling; vulnerability-detection; vulnerability-scanners; workload-security; zero-day,2023-03-21T19:20:36Z,2026-03-29T20:14:49Z,2024-03-07T17:02:22Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/CloudDefenseAI-falco_extended_rules.html,https://github.com/CloudDefenseAI/falco_extended_rules,135
forTEXT/catma,GitHub topic:text-analysis,Computer Assisted Text Markup and Analysis,Qualitative analysis,Java,101,11,"Sirve para organizar, codificar o analizar materiales cualitativos.",111,GPL-3.0,annotations; digital-humanities; java; text-analysis; text-markup; webapp,2013-03-05T17:15:30Z,2026-06-26T14:33:05Z,2026-06-26T14:33:30Z,,https://github.com/topics/text-analysis,https://github.com/forTEXT/catma,134
DFO-Ocean-Navigator/Ocean-Data-Map-Project,GitHub topic:gis,The Ocean Navigator is an online tool that is used to help visualise scientific research data. a users guide is available at https://dfo-ocean-navigator.github.io/Ocean-Navigator-Manual/ and the tool is live at ,Geospatial,Python,56,25,"Permite visualizar, gestionar o analizar datos geoespaciales.",47,GPL-3.0,data-visualization; gis; javascript; netcdf; ocean-model; ocean-navigator; oceanography; python; science,2017-07-06T19:29:57Z,2026-06-29T14:42:35Z,2026-06-29T14:44:53Z,,https://github.com/topics/gis,https://github.com/DFO-Ocean-Navigator/Ocean-Data-Map-Project,131
Adya84/ha-world-cup-2026,GitHub topic:dashboard,"⚽ Home Assistant World Cup 2026 integration with live fixtures, results, standings, statistics, predictions and a ready-to-import dashboard.",Dashboard / UI,Python,94,11,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",4,NOASSERTION,dashboard; fixtures; football; hacs; home-assistant; lovelace; predictions; soccer; sports; standings; statistics; world-cup; world-cup-2026; worldcup; worldcup2026,2026-06-02T23:13:35Z,2026-06-29T16:09:41Z,2026-06-29T16:09:30Z,,https://github.com/topics/dashboard,https://github.com/Adya84/ha-world-cup-2026,127
InbarR/tmax,GitHub topic:coding,"Cross-platform multi-terminal app with tiling layouts, floating panels, and a keyboard-driven workflow",Qualitative analysis,TypeScript,55,24,"Sirve para organizar, codificar o analizar materiales cualitativos.",4,,agent; ai; ai-agents; coding; developer-tools; electron; react; terminal; tiling-window-manager; typescript; xterm,2026-02-14T20:36:19Z,2026-06-29T15:31:54Z,2026-06-29T15:31:32Z,,https://github.com/topics/coding,https://github.com/InbarR/tmax,127
turtle-key/TabLift,MAGI//ARCHIVE,"A lightweight, open-source macOS utility that automatically restores minimized app windows when switching with ⌘+Tab or ⌘+`.",Other,Swift,120,2,Sirve para trabajar con herramienta de código abierto.,14,AGPL-3.0,accesibility; accessibility; alt-tab-fix; app-switcher; app-switching; cmd-tab; macos; minimized-windows; open-source; privacy; productivity; svelte; swift; swiftui; tab-switching; user-experience; utility; window-management; workflow-opitmization,2024-09-23T05:01:47Z,2026-06-26T10:28:35Z,2026-04-07T04:38:08Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/turtle-key-TabLift.html,https://github.com/turtle-key/TabLift,126
wmo-raf/climweb,GitHub topic:geospatial,Open Source Content Management System for National Meteorological and Hydrological Services ,Geospatial,Python,32,29,"Permite trabajar con Google Earth Engine, imágenes satelitales o análisis territorial.",19,MIT,agriculture-data; cap; climate; climate-adaptation; climate-change; cms; content-management-system; early-warning-systems; environment; geospatial; hydrology; impact-based-forecasting; national-meteorology; nmhs; satellite-imagery; sustainable-development; wagtail; weather; weather-warnings; website-template,2023-02-03T08:55:05Z,2026-06-29T15:00:37Z,2026-06-29T15:00:17Z,,https://github.com/topics/geospatial,https://github.com/wmo-raf/climweb,119
Duelion/whatsapp-wrapped,MAGI//ARCHIVE," Generate beautiful visual reports for your WhatsApp chats. Message stats, emoji analysis, calendar heatmaps, and more. Privacy-first: runs on your device or Google Colab.",Geospatial,HTML,101,6,Crea visualizaciones para explorar datos y comunicar resultados.,0,GPL-3.0,analytics; chat-analysis; data-visualization; privacy; python; whatsapp,2025-12-13T12:11:12Z,2026-06-29T10:56:17Z,2025-12-30T12:40:48Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Duelion-whatsapp-wrapped.html,https://github.com/Duelion/whatsapp-wrapped,119
Volmarg/personal-management-system-front,MAGI//ARCHIVE,Vue.js based clean and sleek frontend for personal management system,Dashboard / UI,Vue,62,19,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",0,MIT,,2024-08-18T07:47:00Z,2026-05-30T07:47:36Z,2026-05-30T07:47:32Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Volmarg-personal-management-system-front.html,https://github.com/Volmarg/personal-management-system-front,119
auscaster/frantic-board,GitHub topic:ai-agents,"HELP WANTED: AI AGENTS. Real bounties, real money, every payout sealed to a public ledger. The notice board for gofrantic.com",AI agents,Shell,61,19,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,55,MIT,agent-economy; ai-agents; autonomous-agents; bounties; x402,2026-06-11T11:18:38Z,2026-06-29T16:13:32Z,2026-06-29T16:13:07Z,,https://github.com/topics/ai-agents,https://github.com/auscaster/frantic-board,118
cameroncooke/mcpli,MAGI//ARCHIVE,,AI agents,TypeScript,105,3,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,9,MIT,,2025-09-01T12:02:48Z,2026-05-28T10:31:56Z,2026-02-14T12:02:01Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/cameroncooke-mcpli.html,https://github.com/cameroncooke/mcpli,114
ThisIsLittleSky/WaterPaper,GitHub topic:academic-writing,水论文skill一句话出论文：多角度选题、真实文献采集、大纲写作、降低AIGC率、降低重复率、绘制图表、DOCX交付,Data / ETL,Python,108,1,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,0,MIT,academic-writing; anti-ai-detection; claude-code-skill; course-paper; literature-scraper; paper-generator; python,2026-06-21T10:52:41Z,2026-06-27T08:47:25Z,2026-06-26T07:57:22Z,,https://github.com/topics/academic-writing,https://github.com/ThisIsLittleSky/WaterPaper,111
koppor/plantuml,GitHub topic:latex,A LuaLaTeX package for PlantUML in LaTeX,Academic writing,TeX,68,12,Sirve para trabajar con escritura académica.,5,LPPL-1.3c,latex; latex-package; lualatex; plantuml; uml,2018-03-07T21:03:47Z,2026-06-29T13:08:52Z,2026-06-29T13:41:30Z,,https://github.com/topics/latex,https://github.com/koppor/plantuml,104
open-risk/equinox,GitHub topic:geospatial,Equinox is an open source platform that supports the holistic risk management of sustainable finance projects,Geospatial,JavaScript,52,17,"Sirve para trabajar con herramienta de código abierto, datos, información geoespacial y mapas.",7,Apache-2.0,django; equator-principles; esg; finance; financial-data; geospatial; ghg-emissions; python; risk-analysis; risk-management; sustainability; sustainable-finance; sustainable-portfolio-management,2021-03-21T16:52:58Z,2026-06-29T14:48:27Z,2026-06-29T14:47:26Z,,https://github.com/topics/geospatial,https://github.com/open-risk/equinox,103
dhowe/rita,GitHub topic:text-analysis,"Website, documentation and examples for RiTa",Other,JavaScript,76,9,"Repositorio para revisar: website, documentation and examples for rita.",45,,generative-text; natural-language; rita; text-analysis; text-generation,2020-05-17T08:34:27Z,2026-06-23T00:27:11Z,2026-06-23T00:27:07Z,,https://github.com/topics/text-analysis,https://github.com/dhowe/rita,103
berkay-digital/Proxy-Scraper,GitHub topic:scraper,Scrapes and checks HTTP proxies from various sources. Automatically updates proxies.txt every 6 hours.,Data / ETL,Python,75,9,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,0,MIT,checker; http-proxies; http-proxy; proxies; proxies-list; proxy; proxy-checker; proxy-generator; proxy-list; proxy-list-github; proxy-lists; proxy-scraper; scraper,2024-01-09T08:39:25Z,2026-06-29T14:02:31Z,2026-06-29T14:01:10Z,,https://github.com/topics/scraper,https://github.com/berkay-digital/Proxy-Scraper,102
MarcoPorcellato/matryca-plumber,GitHub topic:llm + GitHub topic:rag + GitHub topic:ai-agents + GitHub topic:mcp + GitHub topic:markdown,"Local-first AI daemon for Logseq OG: background semantic indexing, link hygiene, and agent-ready CLI/MCP — edits Markdown on disk (no cloud, no Logseq API). Karpathy LLM-Wiki inspired.",Academic writing,Python,73,9,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",76,Apache-2.0,agentic-memory; ai-agents; andrej-karpathy; autonomous-agents; fastmcp; knowledge-graph; llm; llm-wiki; llm-wiki-karpathy; local-first; logseq; markdown; matryca; mcp; model-context-protocol; outliner,2026-05-17T04:05:01Z,2026-06-29T16:15:48Z,2026-06-29T16:15:06Z,,https://github.com/topics/llm,https://github.com/MarcoPorcellato/matryca-plumber,100
kishormorol/ResearchScope,GitHub topic:bibliometrics + GitHub topic:literature-review,"Open-source research intelligence for CS papers — track what matters, who drives it, what to read first, and where the research gaps are.",Academic writing,Python,82,6,"Ayuda a gestionar citas, bibliografía y escritura académica reproducible.",0,MIT,academic; academic-search; arxiv; bibliometrics; citation-analysis; conference-deadlines; javascript; literature-review; machine-learning; nlp; open-source; paper-ranking; paper-tracking; python; research-dashboard; research-gaps,2026-04-13T00:17:33Z,2026-06-29T15:42:51Z,2026-06-29T08:02:25Z,,https://github.com/topics/bibliometrics,https://github.com/kishormorol/ResearchScope,100
